LISTING_NEIGHBOURHOOD,SCRAPED_DATE,ACTIVE_LISTING_RATE,MIN_ACTIVE_LISTINGS,MAX_ACTIVE_LISTINGS,MEDIAN_ACTIVELISTINGS,AVERAGE_ACTIVELISTINGS,NUMBER_OF_DISTINCT_HOSTS,SUPERHOST_RATE,AVG_REVIEW_SCORES_RATING,PERCENTAGE_CHANGE_ACTIVE_LISTINGS,PERCENTAGE_CHANGE_INACTIVE_LISTINGS,NUMBER_OF_STAYS,AVG_ESTIMATED_REVENUE
The Hills Shire,2020-10-01,99.857500,21,9999,80.000,127.486146,303,23.762400,76.295222,0.000000,0.000000,11687782,1924.130195
The Hills Shire,2020-11-01,99.857500,21,9999,80.000,127.486146,303,23.762400,76.295222,0.000000,0.000000,11687782,1924.130195
The Hills Shire,2020-12-01,99.866600,25,7918,80.000,130.733390,237,21.519000,76.024489,-89.851700,-90.503300,1198446,2018.061124
The Hills Shire,2021-01-01,99.862700,25,8224,85.000,136.361398,235,21.702100,75.769914,-0.912100,2.000000,1178956,2020.322798
The Hills Shire,2021-02-01,99.857500,21,9999,80.000,127.486146,303,23.762400,76.295222,894.462100,932.352900,11687782,1924.130195
The Hills Shire,2021-03-01,99.857500,21,9999,80.000,127.486146,303,23.762400,76.295222,0.000000,0.000000,11687782,1924.130195
The Hills Shire,2021-04-01,99.857500,21,9999,80.000,127.486146,303,23.762400,76.295222,0.000000,0.000000,11687782,1924.130195
Waverley,2020-05-01,99.984000,4,10000,150.000,206.279309,4887,8.778400,76.461683,1220.764600,47.673300,232321997,4716.701489
Waverley,2020-06-01,99.984000,4,10000,150.000,206.279309,4887,8.778400,76.461683,0.000000,0.000000,232321997,4716.701489
Waverley,2020-07-01,99.984000,4,10000,150.000,206.279309,4887,8.778400,76.461683,0.000000,0.000000,232321997,4716.701489
Waverley,2020-08-01,99.984000,4,10000,150.000,206.279309,4887,8.778400,76.461683,0.000000,0.000000,232321997,4716.701489
Waverley,2020-09-01,99.984000,4,10000,150.000,206.279309,4887,8.778400,76.461683,0.000000,0.000000,232321997,4716.701489
Waverley,2020-10-01,99.984000,4,10000,150.000,206.279309,4887,8.778400,76.461683,0.000000,0.000000,232321997,4716.701489
Waverley,2020-11-01,99.984000,4,10000,150.000,206.279309,4887,8.778400,76.461683,0.000000,0.000000,232321997,4716.701489
Waverley,2020-12-01,99.976000,5,10000,159.000,224.634698,4114,8.507500,76.477597,-90.001800,-84.951800,23382022,5139.624510
Waverley,2021-01-01,99.977000,5,10000,152.000,218.122123,4079,8.458000,76.325359,1.107400,-2.991500,23560940,4940.625895
Waverley,2021-02-01,99.984000,4,10000,150.000,206.279309,4887,8.778400,76.461683,889.221100,585.022000,232321997,4716.701489
Waverley,2021-03-01,99.984000,4,10000,150.000,206.279309,4887,8.778400,76.461683,0.000000,0.000000,232321997,4716.701489
Waverley,2021-04-01,99.984000,4,10000,150.000,206.279309,4887,8.778400,76.461683,0.000000,0.000000,232321997,4716.701489
Willoughby,2020-05-01,99.996300,19,14568,100.000,173.766960,497,12.676100,75.858947,-89.123400,-97.492000,19203258,3571.858943
Willoughby,2020-06-01,99.996300,19,14568,100.000,173.766960,497,12.676100,75.858947,0.000000,0.000000,19203258,3571.858943
Willoughby,2020-07-01,99.996300,19,14568,100.000,173.766960,497,12.676100,75.858947,0.000000,0.000000,19203258,3571.858943
Willoughby,2020-08-01,99.996300,19,14568,100.000,173.766960,497,12.676100,75.858947,0.000000,0.000000,19203258,3571.858943
Willoughby,2020-09-01,99.996300,19,14568,100.000,173.766960,497,12.676100,75.858947,0.000000,0.000000,19203258,3571.858943
Willoughby,2020-10-01,99.996300,19,14568,100.000,173.766960,497,12.676100,75.858947,0.000000,0.000000,19203258,3571.858943
Willoughby,2020-11-01,99.996300,19,14568,100.000,173.766960,497,12.676100,75.858947,0.000000,0.000000,19203258,3571.858943
Willoughby,2020-12-01,99.997100,22,14568,100.000,210.467791,400,13.250000,76.125474,-90.348700,-92.307700,1919595,4647.022219
Willoughby,2021-01-01,99.997200,24,14568,100.000,186.596251,398,13.065300,75.586001,5.117200,0.000000,1974604,4059.432623
Willoughby,2021-02-01,99.996300,19,14568,100.000,173.766960,497,12.676100,75.858947,885.693300,1200.000000,19203258,3571.858943
Willoughby,2021-03-01,99.996300,19,14568,100.000,173.766960,497,12.676100,75.858947,0.000000,0.000000,19203258,3571.858943
Willoughby,2021-04-01,99.996300,19,14568,100.000,173.766960,497,12.676100,75.858947,0.000000,0.000000,19203258,3571.858943
Woollahra,2020-05-01,99.997000,20,28613,140.000,229.072956,1568,10.586700,76.154059,194.511800,143.589700,69013566,4963.281783
Woollahra,2020-06-01,99.997000,20,28613,140.000,229.072956,1568,10.586700,76.154059,0.000000,0.000000,69013566,4963.281783
Woollahra,2020-07-01,99.997000,20,28613,140.000,229.072956,1568,10.586700,76.154059,0.000000,0.000000,69013566,4963.281783
Woollahra,2020-08-01,99.997000,20,28613,140.000,229.072956,1568,10.586700,76.154059,0.000000,0.000000,69013566,4963.281783
Woollahra,2020-09-01,99.997000,20,28613,140.000,229.072956,1568,10.586700,76.154059,0.000000,0.000000,69013566,4963.281783
Woollahra,2020-10-01,99.997000,20,28613,140.000,229.072956,1568,10.586700,76.154059,0.000000,0.000000,69013566,4963.281783
Woollahra,2020-11-01,99.997000,20,28613,140.000,229.072956,1568,10.586700,76.154059,0.000000,0.000000,69013566,4963.281783
Woollahra,2020-12-01,99.997700,25,28613,150.000,247.310343,1282,9.984400,76.246235,-90.250000,-92.631600,6776593,5415.900024
Woollahra,2021-01-01,99.997700,25,28613,150.000,247.442180,1275,9.882400,76.297082,-0.689900,0.000000,6696531,5451.729413
Woollahra,2021-02-01,99.997000,20,28613,140.000,229.072956,1568,10.586700,76.154059,932.768700,1257.142900,69013566,4963.281783
Woollahra,2021-03-01,99.997000,20,28613,140.000,229.072956,1568,10.586700,76.154059,0.000000,0.000000,69013566,4963.281783
Woollahra,2021-04-01,99.997000,20,28613,140.000,229.072956,1568,10.586700,76.154059,0.000000,0.000000,69013566,4963.281783
