PROPERTY_TYPE,ROOM_TYPE,ACCOMMODATES,SCRAPED_DATE,ACTIVE_LISTING_RATE,MIN_ACTIVE_LISTINGS,MAX_ACTIVE_LISTINGS,MEDIAN_ACTIVELISTINGS,AVERAGE_ACTIVELISTINGS,NUMBER_OF_DISTINCT_HOSTS,SUPERHOST_RATE,AVG_REVIEW_SCORES_RATING,PERCENTAGE_CHANGE_ACTIVE_LISTINGS,PERCENTAGE_CHANGE_INACTIVE_LISTINGS,NUMBER_OF_STAYS,AVG_ESTIMATED_REVENUE
Aparthotel,Entire home/apt,2,2020-05-01,100.000000,101,206,132.500,139.500000,1,100.000000,70.303571,,,0,0.000000
Aparthotel,Entire home/apt,2,2020-06-01,100.000000,101,206,132.500,139.500000,1,100.000000,70.303571,0.000000,,0,0.000000
Aparthotel,Entire home/apt,2,2020-07-01,100.000000,101,206,132.500,139.500000,1,100.000000,70.303571,0.000000,,0,0.000000
Aparthotel,Entire home/apt,2,2020-08-01,100.000000,101,206,132.500,139.500000,1,100.000000,70.303571,0.000000,,0,0.000000
Aparthotel,Entire home/apt,2,2020-09-01,100.000000,101,206,132.500,139.500000,1,100.000000,70.303571,0.000000,,0,0.000000
Aparthotel,Entire home/apt,2,2020-10-01,100.000000,101,206,132.500,139.500000,1,100.000000,70.303571,0.000000,,0,0.000000
Aparthotel,Entire home/apt,2,2020-11-01,100.000000,101,206,132.500,139.500000,1,100.000000,70.303571,0.000000,,0,0.000000
Aparthotel,Entire home/apt,2,2020-12-01,100.000000,164,164,164.000,164.000000,1,100.000000,70.303571,-90.000000,,0,0.000000
Aparthotel,Entire home/apt,2,2021-01-01,100.000000,133,133,133.000,133.000000,1,100.000000,70.303571,0.000000,,0,0.000000
Aparthotel,Entire home/apt,2,2021-02-01,100.000000,101,206,132.500,139.500000,1,100.000000,70.303571,900.000000,,0,0.000000
Aparthotel,Entire home/apt,2,2021-03-01,100.000000,101,206,132.500,139.500000,1,100.000000,70.303571,0.000000,,0,0.000000
Aparthotel,Entire home/apt,2,2021-04-01,100.000000,101,206,132.500,139.500000,1,100.000000,70.303571,0.000000,,0,0.000000
Aparthotel,Entire home/apt,3,2020-05-01,100.000000,45,113,64.000,71.904209,1,0.000000,72.022422,20.877200,,6437,149.683599
Aparthotel,Entire home/apt,3,2020-06-01,100.000000,45,113,64.000,71.904209,1,0.000000,72.022422,0.000000,,6437,149.683599
Aparthotel,Entire home/apt,3,2020-07-01,100.000000,45,113,64.000,71.904209,1,0.000000,72.022422,0.000000,,6437,149.683599
Aparthotel,Entire home/apt,3,2020-08-01,100.000000,45,113,64.000,71.904209,1,0.000000,72.022422,0.000000,,6437,149.683599
Aparthotel,Entire home/apt,3,2020-09-01,100.000000,45,113,64.000,71.904209,1,0.000000,72.022422,0.000000,,6437,149.683599
Aparthotel,Entire home/apt,3,2020-10-01,100.000000,45,113,64.000,71.904209,1,0.000000,72.022422,0.000000,,6437,149.683599
Aparthotel,Entire home/apt,3,2020-11-01,100.000000,45,113,64.000,71.904209,1,0.000000,72.022422,0.000000,,6437,149.683599
Aparthotel,Entire home/apt,3,2020-12-01,100.000000,102,156,105.000,121.339806,1,0.000000,71.856436,-85.050800,,1068,307.638350
Aparthotel,Entire home/apt,3,2021-01-01,100.000000,88,90,90.000,89.390244,1,0.000000,73.937500,-60.194200,,771,415.792683
Aparthotel,Entire home/apt,3,2021-02-01,100.000000,45,113,64.000,71.904209,1,0.000000,72.022422,1580.487800,,6437,149.683599
Aparthotel,Entire home/apt,3,2021-03-01,100.000000,45,113,64.000,71.904209,1,0.000000,72.022422,0.000000,,6437,149.683599
Aparthotel,Entire home/apt,3,2021-04-01,100.000000,45,113,64.000,71.904209,1,0.000000,72.022422,0.000000,,6437,149.683599
Aparthotel,Entire home/apt,5,2020-05-01,100.000000,109,158,109.000,123.848485,1,0.000000,70.738657,-38.933200,,30855,2270.555556
Aparthotel,Entire home/apt,5,2020-06-01,100.000000,109,158,109.000,123.848485,1,0.000000,70.738657,0.000000,,30855,2270.555556
Aparthotel,Entire home/apt,5,2020-07-01,100.000000,109,158,109.000,123.848485,1,0.000000,70.738657,0.000000,,30855,2270.555556
Aparthotel,Entire home/apt,5,2020-08-01,100.000000,109,158,109.000,123.848485,1,0.000000,70.738657,0.000000,,30855,2270.555556
Aparthotel,Entire home/apt,5,2020-09-01,100.000000,109,158,109.000,123.848485,1,0.000000,70.738657,0.000000,,30855,2270.555556
Aparthotel,Entire home/apt,5,2020-10-01,100.000000,109,158,109.000,123.848485,1,0.000000,70.738657,0.000000,,30855,2270.555556
Aparthotel,Entire home/apt,5,2020-11-01,100.000000,109,158,109.000,123.848485,1,0.000000,70.738657,0.000000,,30855,2270.555556
Aparthotel,Entire home/apt,5,2020-12-01,100.000000,109,109,109.000,109.000000,1,0.000000,70.303571,-89.839600,,3135,1998.333333
Aparthotel,Entire home/apt,5,2021-01-01,100.000000,109,109,109.000,109.000000,1,0.000000,71.462963,-3.508800,,3025,1998.333333
Aparthotel,Entire home/apt,5,2021-02-01,100.000000,109,158,109.000,123.848485,1,0.000000,70.738657,920.000000,,30855,2270.555556
Aparthotel,Entire home/apt,5,2021-03-01,100.000000,109,158,109.000,123.848485,1,0.000000,70.738657,0.000000,,30855,2270.555556
Aparthotel,Entire home/apt,5,2021-04-01,100.000000,109,158,109.000,123.848485,1,0.000000,70.738657,0.000000,,30855,2270.555556
Aparthotel,Hotel room,2,2020-05-01,100.000000,47,501,169.000,186.305387,2,50.000000,74.106918,213.250100,,12406,543.036419
Aparthotel,Hotel room,2,2020-06-01,100.000000,47,501,169.000,186.305387,2,50.000000,74.106918,0.000000,,12406,543.036419
Aparthotel,Hotel room,2,2020-07-01,100.000000,47,501,169.000,186.305387,2,50.000000,74.106918,0.000000,,12406,543.036419
Aparthotel,Hotel room,2,2020-08-01,100.000000,47,501,169.000,186.305387,2,50.000000,74.106918,0.000000,,12406,543.036419
Aparthotel,Hotel room,2,2020-09-01,100.000000,47,501,169.000,186.305387,2,50.000000,74.106918,0.000000,,12406,543.036419
Aparthotel,Hotel room,2,2020-10-01,100.000000,47,501,169.000,186.305387,2,50.000000,74.106918,0.000000,,12406,543.036419
Aparthotel,Hotel room,2,2020-11-01,100.000000,47,501,169.000,186.305387,2,50.000000,74.106918,0.000000,,12406,543.036419
Aparthotel,Hotel room,2,2020-12-01,100.000000,182,205,186.000,184.978261,1,100.000000,74.067416,-89.529600,,1534,510.768116
Aparthotel,Hotel room,2,2021-01-01,100.000000,131,154,152.000,142.833333,1,100.000000,71.135135,23.913000,,2414,468.941520
Aparthotel,Hotel room,2,2021-02-01,100.000000,47,501,169.000,186.305387,2,50.000000,74.106918,670.760200,,12406,543.036419
Aparthotel,Hotel room,2,2021-03-01,100.000000,47,501,169.000,186.305387,2,50.000000,74.106918,0.000000,,12406,543.036419
Aparthotel,Hotel room,2,2021-04-01,100.000000,47,501,169.000,186.305387,2,50.000000,74.106918,0.000000,,12406,543.036419
Aparthotel,Hotel room,4,2020-05-01,100.000000,136,501,198.000,252.517212,2,50.000000,72.800172,-9.635800,,10620,584.748111
Aparthotel,Hotel room,4,2020-06-01,100.000000,136,501,198.000,252.517212,2,50.000000,72.800172,0.000000,,10620,584.748111
Aparthotel,Hotel room,4,2020-07-01,100.000000,136,501,198.000,252.517212,2,50.000000,72.800172,0.000000,,10620,584.748111
Aparthotel,Hotel room,4,2020-08-01,100.000000,136,501,198.000,252.517212,2,50.000000,72.800172,0.000000,,10620,584.748111
Aparthotel,Hotel room,4,2020-09-01,100.000000,136,501,198.000,252.517212,2,50.000000,72.800172,0.000000,,10620,584.748111
Aparthotel,Hotel room,4,2020-10-01,100.000000,136,501,198.000,252.517212,2,50.000000,72.800172,0.000000,,10620,584.748111
Aparthotel,Hotel room,4,2020-11-01,100.000000,136,501,198.000,252.517212,2,50.000000,72.800172,0.000000,,10620,584.748111
Aparthotel,Hotel room,4,2020-12-01,100.000000,211,499,211.000,224.217822,2,50.000000,77.081633,-91.519700,,880,459.603960
Aparthotel,Hotel room,4,2021-01-01,100.000000,161,499,161.000,166.184834,2,50.000000,73.580488,4.455400,,1120,427.298578
Aparthotel,Hotel room,4,2021-02-01,100.000000,136,501,198.000,252.517212,2,50.000000,72.800172,1028.910000,,10620,584.748111
Aparthotel,Hotel room,4,2021-03-01,100.000000,136,501,198.000,252.517212,2,50.000000,72.800172,0.000000,,10620,584.748111
Aparthotel,Hotel room,4,2021-04-01,100.000000,136,501,198.000,252.517212,2,50.000000,72.800172,0.000000,,10620,584.748111
Aparthotel,Private room,2,2020-05-01,100.000000,65,351,152.000,172.279430,3,33.333300,75.099335,36.943700,,33486,781.795831
Aparthotel,Private room,2,2020-06-01,100.000000,65,351,152.000,172.279430,3,33.333300,75.099335,0.000000,,33486,781.795831
Aparthotel,Private room,2,2020-07-01,100.000000,65,351,152.000,172.279430,3,33.333300,75.099335,0.000000,,33486,781.795831
Aparthotel,Private room,2,2020-08-01,100.000000,65,351,152.000,172.279430,3,33.333300,75.099335,0.000000,,33486,781.795831
Aparthotel,Private room,2,2020-09-01,100.000000,65,351,152.000,172.279430,3,33.333300,75.099335,0.000000,,33486,781.795831
Aparthotel,Private room,2,2020-10-01,100.000000,65,351,152.000,172.279430,3,33.333300,75.099335,0.000000,,33486,781.795831
Aparthotel,Private room,2,2020-11-01,100.000000,65,351,152.000,172.279430,3,33.333300,75.099335,0.000000,,33486,781.795831
Aparthotel,Private room,2,2020-12-01,100.000000,65,304,182.000,183.103503,3,33.333300,74.886139,-90.374000,,3897,1101.458599
Aparthotel,Private room,2,2021-01-01,100.000000,65,210,154.000,150.504839,3,33.333300,75.528428,-1.273900,,3343,806.245161
Aparthotel,Private room,2,2021-02-01,100.000000,65,351,152.000,172.279430,3,33.333300,75.099335,952.258100,,33486,781.795831
Aparthotel,Private room,2,2021-03-01,100.000000,65,351,152.000,172.279430,3,33.333300,75.099335,0.000000,,33486,781.795831
Aparthotel,Private room,2,2021-04-01,100.000000,65,351,152.000,172.279430,3,33.333300,75.099335,0.000000,,33486,781.795831
Aparthotel,Private room,3,2020-05-01,100.000000,95,206,158.000,165.912162,1,100.000000,81.079422,-81.851600,,1184,165.912162
Aparthotel,Private room,3,2020-06-01,100.000000,95,206,158.000,165.912162,1,100.000000,81.079422,0.000000,,1184,165.912162
Aparthotel,Private room,3,2020-07-01,100.000000,95,206,158.000,165.912162,1,100.000000,81.079422,0.000000,,1184,165.912162
Aparthotel,Private room,3,2020-08-01,100.000000,95,206,158.000,165.912162,1,100.000000,81.079422,0.000000,,1184,165.912162
Aparthotel,Private room,3,2020-09-01,100.000000,95,206,158.000,165.912162,1,100.000000,81.079422,0.000000,,1184,165.912162
Aparthotel,Private room,3,2020-10-01,100.000000,95,206,158.000,165.912162,1,100.000000,81.079422,0.000000,,1184,165.912162
Aparthotel,Private room,3,2020-11-01,100.000000,95,206,158.000,165.912162,1,100.000000,81.079422,0.000000,,1184,165.912162
Aparthotel,Private room,3,2020-12-01,100.000000,106,177,177.000,174.815385,1,100.000000,85.885246,-89.020300,,130,174.815385
Aparthotel,Private room,3,2021-01-01,100.000000,101,139,139.000,137.480000,1,100.000000,88.130435,-23.076900,,100,137.480000
Aparthotel,Private room,3,2021-02-01,100.000000,95,206,158.000,165.912162,1,100.000000,81.079422,1084.000000,,1184,165.912162
Aparthotel,Private room,3,2021-03-01,100.000000,95,206,158.000,165.912162,1,100.000000,81.079422,0.000000,,1184,165.912162
Aparthotel,Private room,3,2021-04-01,100.000000,95,206,158.000,165.912162,1,100.000000,81.079422,0.000000,,1184,165.912162
Aparthotel,Private room,4,2020-05-01,100.000000,114,249,179.000,187.801471,2,50.000000,93.426966,-77.027000,,3056,2275.161765
Aparthotel,Private room,4,2020-06-01,100.000000,114,249,179.000,187.801471,2,50.000000,93.426966,0.000000,,3056,2275.161765
Aparthotel,Private room,4,2020-07-01,100.000000,114,249,179.000,187.801471,2,50.000000,93.426966,0.000000,,3056,2275.161765
Aparthotel,Private room,4,2020-08-01,100.000000,114,249,179.000,187.801471,2,50.000000,93.426966,0.000000,,3056,2275.161765
Aparthotel,Private room,4,2020-09-01,100.000000,114,249,179.000,187.801471,2,50.000000,93.426966,0.000000,,3056,2275.161765
Aparthotel,Private room,4,2020-10-01,100.000000,114,249,179.000,187.801471,2,50.000000,93.426966,0.000000,,3056,2275.161765
Aparthotel,Private room,4,2020-11-01,100.000000,114,249,179.000,187.801471,2,50.000000,93.426966,0.000000,,3056,2275.161765
Aparthotel,Private room,4,2020-12-01,100.000000,134,249,200.000,190.777778,2,50.000000,100.000000,-93.382400,,192,2282.000000
Aparthotel,Private room,4,2021-01-01,100.000000,123,249,169.000,167.666667,2,50.000000,100.000000,0.000000,,192,2059.111111
Aparthotel,Private room,4,2021-02-01,100.000000,114,249,179.000,187.801471,2,50.000000,93.426966,1411.111100,,3056,2275.161765
Aparthotel,Private room,4,2021-03-01,100.000000,114,249,179.000,187.801471,2,50.000000,93.426966,0.000000,,3056,2275.161765
Aparthotel,Private room,4,2021-04-01,100.000000,114,249,179.000,187.801471,2,50.000000,93.426966,0.000000,,3056,2275.161765
Apartment,Entire home/apt,1,2020-05-01,100.000000,20,2157,90.000,112.157687,106,7.547200,75.987850,18528.676500,,1084295,2190.530195
Apartment,Entire home/apt,1,2020-06-01,100.000000,20,2157,90.000,112.157687,106,7.547200,75.987850,0.000000,,1084295,2190.530195
Apartment,Entire home/apt,1,2020-07-01,100.000000,20,2157,90.000,112.157687,106,7.547200,75.987850,0.000000,,1084295,2190.530195
Apartment,Entire home/apt,1,2020-08-01,100.000000,20,2157,90.000,112.157687,106,7.547200,75.987850,0.000000,,1084295,2190.530195
Apartment,Entire home/apt,1,2020-09-01,100.000000,20,2157,90.000,112.157687,106,7.547200,75.987850,0.000000,,1084295,2190.530195
Apartment,Entire home/apt,1,2020-10-01,100.000000,20,2157,90.000,112.157687,106,7.547200,75.987850,0.000000,,1084295,2190.530195
Apartment,Entire home/apt,1,2020-11-01,100.000000,20,2157,90.000,112.157687,106,7.547200,75.987850,0.000000,,1084295,2190.530195
Apartment,Entire home/apt,1,2020-12-01,100.000000,30,790,90.000,111.041389,85,7.058800,75.894760,-90.511200,,100984,2245.443428
Apartment,Entire home/apt,1,2021-01-01,100.000000,30,790,90.000,109.033654,85,7.058800,76.847056,-0.499200,,105188,2314.255226
Apartment,Entire home/apt,1,2021-02-01,100.000000,20,2157,90.000,112.157687,106,7.547200,75.987850,959.155500,,1084295,2190.530195
Apartment,Entire home/apt,1,2021-03-01,100.000000,20,2157,90.000,112.157687,106,7.547200,75.987850,0.000000,,1084295,2190.530195
Apartment,Entire home/apt,1,2021-04-01,100.000000,20,2157,90.000,112.157687,106,7.547200,75.987850,0.000000,,1084295,2190.530195
Apartment,Entire home/apt,2,2020-05-01,100.000000,14,12001,120.000,145.619841,4814,15.060200,75.718034,6672.403800,,74208043,2992.784073
Apartment,Entire home/apt,2,2020-06-01,100.000000,14,12001,120.000,145.619841,4814,15.060200,75.718034,0.000000,,74208043,2992.784073
Apartment,Entire home/apt,2,2020-07-01,100.000000,14,12001,120.000,145.619841,4814,15.060200,75.718034,0.000000,,74208043,2992.784073
Apartment,Entire home/apt,2,2020-08-01,100.000000,14,12001,120.000,145.619841,4814,15.060200,75.718034,0.000000,,74208043,2992.784073
Apartment,Entire home/apt,2,2020-09-01,100.000000,14,12001,120.000,145.619841,4814,15.060200,75.718034,0.000000,,74208043,2992.784073
Apartment,Entire home/apt,2,2020-10-01,100.000000,14,12001,120.000,145.619841,4814,15.060200,75.718034,0.000000,,74208043,2992.784073
Apartment,Entire home/apt,2,2020-11-01,100.000000,14,12001,120.000,145.619841,4814,15.060200,75.718034,0.000000,,74208043,2992.784073
Apartment,Entire home/apt,2,2020-12-01,100.000000,30,12000,121.000,146.166409,3974,14.972300,75.841810,-90.501100,,7107116,3087.443068
Apartment,Entire home/apt,2,2021-01-01,100.000000,31,12000,120.000,143.344871,3933,15.001300,75.673112,-0.415100,,7089041,3029.994008
Apartment,Entire home/apt,2,2021-02-01,100.000000,14,12001,120.000,145.619841,4814,15.060200,75.718034,957.144900,,74208043,2992.784073
Apartment,Entire home/apt,2,2021-03-01,100.000000,14,12001,120.000,145.619841,4814,15.060200,75.718034,0.000000,,74208043,2992.784073
Apartment,Entire home/apt,2,2021-04-01,100.000000,14,12001,120.000,145.619841,4814,15.060200,75.718034,0.000000,,74208043,2992.784073
Apartment,Entire home/apt,3,2020-05-01,100.000000,14,2711,130.000,147.133016,1341,15.660000,75.378967,-72.486400,,20587107,3105.633144
Apartment,Entire home/apt,3,2020-06-01,100.000000,14,2711,130.000,147.133016,1341,15.660000,75.378967,0.000000,,20587107,3105.633144
Apartment,Entire home/apt,3,2020-07-01,100.000000,14,2711,130.000,147.133016,1341,15.660000,75.378967,0.000000,,20587107,3105.633144
Apartment,Entire home/apt,3,2020-08-01,100.000000,14,2711,130.000,147.133016,1341,15.660000,75.378967,0.000000,,20587107,3105.633144
Apartment,Entire home/apt,3,2020-09-01,100.000000,14,2711,130.000,147.133016,1341,15.660000,75.378967,0.000000,,20587107,3105.633144
Apartment,Entire home/apt,3,2020-10-01,100.000000,14,2711,130.000,147.133016,1341,15.660000,75.378967,0.000000,,20587107,3105.633144
Apartment,Entire home/apt,3,2020-11-01,100.000000,14,2711,130.000,147.133016,1341,15.660000,75.378967,0.000000,,20587107,3105.633144
Apartment,Entire home/apt,3,2020-12-01,100.000000,33,1078,140.000,153.794148,1091,15.490400,75.452785,-90.606900,,1963908,3251.056887
Apartment,Entire home/apt,3,2021-01-01,100.000000,33,1078,130.000,151.208110,1079,15.291900,75.397655,-1.036300,,1944075,3196.208122
Apartment,Entire home/apt,3,2021-02-01,100.000000,14,2711,130.000,147.133016,1341,15.660000,75.378967,975.759400,,20587107,3105.633144
Apartment,Entire home/apt,3,2021-03-01,100.000000,14,2711,130.000,147.133016,1341,15.660000,75.378967,0.000000,,20587107,3105.633144
Apartment,Entire home/apt,3,2021-04-01,100.000000,14,2711,130.000,147.133016,1341,15.660000,75.378967,0.000000,,20587107,3105.633144
Apartment,Entire home/apt,4,2020-05-01,100.000000,0,10000,160.000,194.153262,4067,15.588900,75.202183,218.321800,,62647927,3920.017618
Apartment,Entire home/apt,4,2020-06-01,100.000000,0,10000,160.000,194.153262,4067,15.588900,75.202183,0.000000,,62647927,3920.017618
Apartment,Entire home/apt,4,2020-07-01,100.000000,0,10000,160.000,194.153262,4067,15.588900,75.202183,0.000000,,62647927,3920.017618
Apartment,Entire home/apt,4,2020-08-01,100.000000,0,10000,160.000,194.153262,4067,15.588900,75.202183,0.000000,,62647927,3920.017618
Apartment,Entire home/apt,4,2020-09-01,100.000000,0,10000,160.000,194.153262,4067,15.588900,75.202183,0.000000,,62647927,3920.017618
Apartment,Entire home/apt,4,2020-10-01,100.000000,0,10000,160.000,194.153262,4067,15.588900,75.202183,0.000000,,62647927,3920.017618
Apartment,Entire home/apt,4,2020-11-01,100.000000,0,10000,160.000,194.153262,4067,15.588900,75.202183,0.000000,,62647927,3920.017618
Apartment,Entire home/apt,4,2020-12-01,100.000000,16,10000,170.000,207.417308,3195,15.211300,75.267120,-90.875200,,5755847,4122.394856
Apartment,Entire home/apt,4,2021-01-01,100.000000,16,10000,163.000,200.449969,3165,15.039500,75.260764,-0.582700,,5725498,4048.269075
Apartment,Entire home/apt,4,2021-02-01,100.000000,0,10000,160.000,194.153262,4067,15.588900,75.202183,1002.342600,,62647927,3920.017618
Apartment,Entire home/apt,4,2021-03-01,100.000000,0,10000,160.000,194.153262,4067,15.588900,75.202183,0.000000,,62647927,3920.017618
Apartment,Entire home/apt,4,2021-04-01,100.000000,0,10000,160.000,194.153262,4067,15.588900,75.202183,0.000000,,62647927,3920.017618
Apartment,Entire home/apt,5,2020-05-01,100.000000,30,2711,179.000,208.668711,808,16.212900,74.677902,-77.887000,,13334357,4076.568491
Apartment,Entire home/apt,5,2020-06-01,100.000000,30,2711,179.000,208.668711,808,16.212900,74.677902,0.000000,,13334357,4076.568491
Apartment,Entire home/apt,5,2020-07-01,100.000000,30,2711,179.000,208.668711,808,16.212900,74.677902,0.000000,,13334357,4076.568491
Apartment,Entire home/apt,5,2020-08-01,100.000000,30,2711,179.000,208.668711,808,16.212900,74.677902,0.000000,,13334357,4076.568491
Apartment,Entire home/apt,5,2020-09-01,100.000000,30,2711,179.000,208.668711,808,16.212900,74.677902,0.000000,,13334357,4076.568491
Apartment,Entire home/apt,5,2020-10-01,100.000000,30,2711,179.000,208.668711,808,16.212900,74.677902,0.000000,,13334357,4076.568491
Apartment,Entire home/apt,5,2020-11-01,100.000000,30,2711,179.000,208.668711,808,16.212900,74.677902,0.000000,,13334357,4076.568491
Apartment,Entire home/apt,5,2020-12-01,100.000000,34,2414,181.000,222.514816,604,17.053000,74.783278,-90.966700,,1257005,4508.147914
Apartment,Entire home/apt,5,2021-01-01,100.000000,34,1425,180.000,211.013057,591,16.751300,74.740135,-1.639000,,1240843,4356.681800
Apartment,Entire home/apt,5,2021-02-01,100.000000,30,2711,179.000,208.668711,808,16.212900,74.677902,1025.457700,,13334357,4076.568491
Apartment,Entire home/apt,5,2021-03-01,100.000000,30,2711,179.000,208.668711,808,16.212900,74.677902,0.000000,,13334357,4076.568491
Apartment,Entire home/apt,5,2021-04-01,100.000000,30,2711,179.000,208.668711,808,16.212900,74.677902,0.000000,,13334357,4076.568491
Apartment,Entire home/apt,6,2020-05-01,100.000000,11,7929,199.000,251.579297,956,21.652700,74.433867,41.263800,,17736957,4544.355124
Apartment,Entire home/apt,6,2020-06-01,100.000000,11,7929,199.000,251.579297,956,21.652700,74.433867,0.000000,,17736957,4544.355124
Apartment,Entire home/apt,6,2020-07-01,100.000000,11,7929,199.000,251.579297,956,21.652700,74.433867,0.000000,,17736957,4544.355124
Apartment,Entire home/apt,6,2020-08-01,100.000000,11,7929,199.000,251.579297,956,21.652700,74.433867,0.000000,,17736957,4544.355124
Apartment,Entire home/apt,6,2020-09-01,100.000000,11,7929,199.000,251.579297,956,21.652700,74.433867,0.000000,,17736957,4544.355124
Apartment,Entire home/apt,6,2020-10-01,100.000000,11,7929,199.000,251.579297,956,21.652700,74.433867,0.000000,,17736957,4544.355124
Apartment,Entire home/apt,6,2020-11-01,100.000000,11,7929,199.000,251.579297,956,21.652700,74.433867,0.000000,,17736957,4544.355124
Apartment,Entire home/apt,6,2020-12-01,100.000000,11,7929,204.000,285.256722,651,22.734300,74.712558,-91.090300,,1605788,5121.542626
Apartment,Entire home/apt,6,2021-01-01,100.000000,11,7929,198.000,267.436172,641,22.932900,74.605460,-1.508700,,1580206,4820.732051
Apartment,Entire home/apt,6,2021-02-01,100.000000,11,7929,199.000,251.579297,956,21.652700,74.433867,1039.565500,,17736957,4544.355124
Apartment,Entire home/apt,6,2021-03-01,100.000000,11,7929,199.000,251.579297,956,21.652700,74.433867,0.000000,,17736957,4544.355124
Apartment,Entire home/apt,6,2021-04-01,100.000000,11,7929,199.000,251.579297,956,21.652700,74.433867,0.000000,,17736957,4544.355124
Apartment,Entire home/apt,7,2020-05-01,100.000000,50,2429,226.000,262.470329,141,23.404300,73.915671,-87.778300,,1877128,4382.683217
Apartment,Entire home/apt,7,2020-06-01,100.000000,50,2429,226.000,262.470329,141,23.404300,73.915671,0.000000,,1877128,4382.683217
Apartment,Entire home/apt,7,2020-07-01,100.000000,50,2429,226.000,262.470329,141,23.404300,73.915671,0.000000,,1877128,4382.683217
Apartment,Entire home/apt,7,2020-08-01,100.000000,50,2429,226.000,262.470329,141,23.404300,73.915671,0.000000,,1877128,4382.683217
Apartment,Entire home/apt,7,2020-09-01,100.000000,50,2429,226.000,262.470329,141,23.404300,73.915671,0.000000,,1877128,4382.683217
Apartment,Entire home/apt,7,2020-10-01,100.000000,50,2429,226.000,262.470329,141,23.404300,73.915671,0.000000,,1877128,4382.683217
Apartment,Entire home/apt,7,2020-11-01,100.000000,50,2429,226.000,262.470329,141,23.404300,73.915671,0.000000,,1877128,4382.683217
Apartment,Entire home/apt,7,2020-12-01,100.000000,78,1298,250.000,288.677416,84,32.142900,73.776705,-91.243800,,171462,5094.068478
Apartment,Entire home/apt,7,2021-01-01,100.000000,78,1298,197.000,265.120565,85,31.764700,74.387104,-4.897000,,156254,4459.246154
Apartment,Entire home/apt,7,2021-02-01,100.000000,50,2429,226.000,262.470329,141,23.404300,73.915671,1100.847700,,1877128,4382.683217
Apartment,Entire home/apt,7,2021-03-01,100.000000,50,2429,226.000,262.470329,141,23.404300,73.915671,0.000000,,1877128,4382.683217
Apartment,Entire home/apt,7,2021-04-01,100.000000,50,2429,226.000,262.470329,141,23.404300,73.915671,0.000000,,1877128,4382.683217
Apartment,Entire home/apt,8,2020-05-01,100.000000,68,10000,221.000,338.931956,151,23.178800,74.203731,9.370700,,1726558,4332.632274
Apartment,Entire home/apt,8,2020-06-01,100.000000,68,10000,221.000,338.931956,151,23.178800,74.203731,0.000000,,1726558,4332.632274
Apartment,Entire home/apt,8,2020-07-01,100.000000,68,10000,221.000,338.931956,151,23.178800,74.203731,0.000000,,1726558,4332.632274
Apartment,Entire home/apt,8,2020-08-01,100.000000,68,10000,221.000,338.931956,151,23.178800,74.203731,0.000000,,1726558,4332.632274
Apartment,Entire home/apt,8,2020-09-01,100.000000,68,10000,221.000,338.931956,151,23.178800,74.203731,0.000000,,1726558,4332.632274
Apartment,Entire home/apt,8,2020-10-01,100.000000,68,10000,221.000,338.931956,151,23.178800,74.203731,0.000000,,1726558,4332.632274
Apartment,Entire home/apt,8,2020-11-01,100.000000,68,10000,221.000,338.931956,151,23.178800,74.203731,0.000000,,1726558,4332.632274
Apartment,Entire home/apt,8,2020-12-01,100.000000,84,10000,254.000,343.911044,81,28.395100,73.816738,-91.875200,,146739,4855.526187
Apartment,Entire home/apt,8,2021-01-01,100.000000,84,10000,210.000,321.744372,79,29.113900,73.825570,-2.854100,,140682,4289.576477
Apartment,Entire home/apt,8,2021-02-01,100.000000,68,10000,221.000,338.931956,151,23.178800,74.203731,1166.966200,,1726558,4332.632274
Apartment,Entire home/apt,8,2021-03-01,100.000000,68,10000,221.000,338.931956,151,23.178800,74.203731,0.000000,,1726558,4332.632274
Apartment,Entire home/apt,8,2021-04-01,100.000000,68,10000,221.000,338.931956,151,23.178800,74.203731,0.000000,,1726558,4332.632274
Apartment,Entire home/apt,9,2020-05-01,100.000000,80,701,180.000,207.551829,30,30.000000,74.115464,-75.715800,,513836,3389.988121
Apartment,Entire home/apt,9,2020-06-01,100.000000,80,701,180.000,207.551829,30,30.000000,74.115464,0.000000,,513836,3389.988121
Apartment,Entire home/apt,9,2020-07-01,100.000000,80,701,180.000,207.551829,30,30.000000,74.115464,0.000000,,513836,3389.988121
Apartment,Entire home/apt,9,2020-08-01,100.000000,80,701,180.000,207.551829,30,30.000000,74.115464,0.000000,,513836,3389.988121
Apartment,Entire home/apt,9,2020-09-01,100.000000,80,701,180.000,207.551829,30,30.000000,74.115464,0.000000,,513836,3389.988121
Apartment,Entire home/apt,9,2020-10-01,100.000000,80,701,180.000,207.551829,30,30.000000,74.115464,0.000000,,513836,3389.988121
Apartment,Entire home/apt,9,2020-11-01,100.000000,80,701,180.000,207.551829,30,30.000000,74.115464,0.000000,,513836,3389.988121
Apartment,Entire home/apt,9,2020-12-01,100.000000,80,894,194.000,218.697313,18,27.777800,73.298805,-89.863800,,50825,3573.542894
Apartment,Entire home/apt,9,2021-01-01,100.000000,116,783,177.000,211.572881,15,26.666700,73.369112,-14.049900,,45915,3378.682863
Apartment,Entire home/apt,9,2021-02-01,100.000000,80,701,180.000,207.551829,30,30.000000,74.115464,1047.834300,,513836,3389.988121
